carat;cut;color;clarity;price
0.3;5;3;8;789
0.36;5;6;4;789
0.36;3;6;4;789
0.3;3;4;7;789
0.36;4;6;4;789
0.3;2;4;7;789
0.3;5;6;6;789
0.3;2;4;7;789
0.36;4;6;4;789
0.3;4;6;6;789
0.3;4;6;6;789
0.36;5;6;4;789
0.3;4;4;7;789
0.36;3;6;4;789
0.3;3;3;8;789
0.36;4;6;4;789
0.3;4;6;6;789
0.3;3;4;7;789
0.36;5;6;4;789
0.3;2;4;7;789
0.3;3;4;7;789
0.3;3;6;6;789
0.3;4;3;8;789
0.3;4;4;7;789
0.3;3;4;7;789
0.3;4;3;8;789
0.36;4;6;4;789
0.3;3;6;6;789
0.36;4;6;4;789
0.36;4;6;4;789
0.3;5;6;6;789
0.3;4;6;6;789
0.31;5;6;7;789
0.31;5;6;7;789
0.36;4;6;4;789
0.3;5;4;7;789
0.36;3;6;4;789
0.3;2;4;7;789
0.3;5;6;6;789
0.36;5;6;4;789
0.3;5;4;7;789
0.3;4;4;7;789
0.3;3;5;7;790
0.39;3;4;5;790
0.35;3;6;5;790
0.32;4;6;6;790
0.32;4;6;6;790
0.4;4;2;7;790
0.4;4;2;7;790
0.3;4;5;7;790
0.4;4;5;4;790
0.35;4;7;4;790
0.34;4;6;5;790
0.34;4;6;5;790
0.32;4;7;5;790
0.45;4;3;3;790
0.43;4;4;3;790
0.3;1;4;7;790
0.39;3;1;5;790
0.39;3;1;5;790
0.39;5;1;5;790
0.39;5;1;5;790
0.3;4;7;4;790
0.3;4;7;4;790
0.32;4;7;6;790
0.32;4;7;6;790
0.42;3;5;4;790
0.32;3;7;6;791
0.42;3;2;5;791
0.4;3;6;4;791
0.4;3;6;4;791
0.4;3;6;4;791
0.4;3;4;5;791
0.31;4;6;6;791
0.31;4;6;6;791
0.31;4;6;6;791
0.31;4;6;6;791
0.31;4;6;6;791
0.31;4;6;6;791
0.38;4;2;7;791
0.37;5;5;3;791
0.37;5;5;3;791
0.37;5;5;3;791
0.37;5;5;3;791
0.37;5;5;3;791
0.37;5;5;3;791
0.37;4;5;3;791
0.41;4;7;3;791
0.41;4;7;3;791
0.41;5;7;3;791
0.41;4;7;3;791
0.41;4;7;3;791
0.41;4;7;3;791
0.41;2;7;3;791
0.41;4;7;3;791
0.41;4;7;3;791
0.41;5;7;3;791
0.41;4;7;3;791
0.41;3;7;3;791
0.41;4;7;3;791
0.41;5;7;3;791
0.41;4;7;3;791
0.41;5;7;3;791
0.41;5;7;3;791
0.32;3;6;5;792
0.35;3;7;5;792
0.4;4;4;4;792
0.4;4;4;4;792
0.4;4;4;4;792
0.33;4;6;4;792
0.4;4;3;5;792
0.33;4;6;4;792
0.41;5;7;4;792
0.43;4;5;3;792
0.43;4;6;3;792
0.43;5;6;3;792
0.43;4;5;3;792
0.43;4;5;3;792
0.43;3;5;3;792
0.43;5;5;3;792
0.43;3;5;3;792
0.43;5;5;3;792
0.43;3;5;3;792
0.43;5;5;3;792
0.43;3;5;3;792
0.43;3;3;4;792
0.43;3;5;3;792
0.43;3;6;3;792
0.43;3;5;3;792
0.43;4;6;3;792
0.43;3;6;3;792
0.39;3;6;4;793
0.32;5;5;6;793
0.36;3;7;5;793
0.4;5;3;5;793
0.4;5;3;5;793
0.39;3;6;4;794
0.39;4;3;6;794
0.38;4;3;6;794
0.36;4;4;6;794
0.36;4;4;6;794
0.36;4;4;6;794
0.36;4;3;7;794
0.36;4;3;7;794
0.38;4;4;5;794
0.3;4;4;8;794
0.36;4;7;3;794
0.36;3;7;3;794
0.36;4;7;3;794
0.45;1;5;3;794
0.45;1;5;3;794
0.37;5;7;4;794
0.33;3;4;7;795
0.33;3;4;7;795
0.33;3;4;7;795
0.44;3;2;4;795
0.34;3;5;5;795
0.33;3;3;8;795
0.35;4;5;6;795
0.35;4;5;6;795
0.3;4;6;4;795
0.3;4;6;4;795
0.3;4;4;5;795
0.3;4;5;5;795
0.43;4;4;3;795
0.43;4;4;3;795
0.41;5;7;2;795
0.4;3;4;3;795
0.32;4;4;7;796
0.32;4;4;7;796
0.32;4;4;7;796
0.38;4;5;4;796
0.39;4;6;4;796
0.32;4;3;8;796
0.27;4;5;8;796
0.3;2;5;8;796
0.3;5;3;7;796
0.43;5;7;3;796
0.41;3;1;5;797
0.33;5;4;5;797
0.33;5;4;5;797
0.32;3;5;5;798
0.4;3;5;3;798
0.42;3;4;3;798
0.31;4;4;7;798
0.37;4;4;5;798
0.4;1;4;5;798
0.4;3;6;2;798
0.4;5;6;2;798
0.4;2;6;2;798
0.4;3;6;2;798
0.4;2;6;2;798
0.4;4;7;2;798
0.4;3;7;2;798
0.4;2;7;2;798
0.4;5;7;2;798
0.4;2;7;2;798
0.4;3;7;2;798
0.4;3;7;2;798
0.35;4;4;6;798
0.35;5;3;7;798
0.35;4;3;7;798
0.35;3;4;6;798
0.35;4;4;6;798
0.42;4;4;6;798
0.35;4;3;7;798
0.35;3;3;7;798
0.35;5;3;7;798
0.35;5;3;7;798
0.35;3;4;6;798
0.35;3;4;6;798
0.35;3;3;7;798
0.35;4;3;7;798
0.35;5;3;7;798
0.39;3;4;5;798
0.42;4;4;3;799
0.27;5;6;6;799
0.27;4;6;6;799
0.27;4;6;6;799
0.27;5;6;7;799
0.27;4;6;6;799
0.27;4;6;6;799
0.27;4;6;6;799
0.27;4;6;6;799
0.27;4;6;7;799
0.27;4;7;6;799
0.27;4;7;7;799
0.27;5;7;6;799
0.27;4;7;6;799
0.27;4;7;7;799
0.3;1;6;5;799
0.3;5;5;5;799
0.3;4;4;8;799
0.41;3;4;4;800
0.32;4;5;6;800
0.32;4;5;6;800
0.32;4;5;6;800
0.32;4;5;6;800
0.38;4;2;7;800
0.4;4;3;4;800
0.36;4;7;4;800
0.31;4;6;5;800
0.31;4;6;5;800
0.31;4;6;5;800
0.43;4;4;2;800
0.38;4;5;4;800
0.38;3;5;4;800
0.38;5;5;4;800
0.38;4;4;5;800
0.38;3;5;4;800
0.38;4;5;4;800
0.38;3;5;4;800
0.4;5;6;5;800
0.38;4;5;4;800
0.33;3;5;6;801
0.33;3;5;6;801
0.41;3;5;3;801
0.41;4;4;4;801
0.36;4;6;4;801
0.36;4;7;3;801
0.32;2;6;7;801
0.32;2;6;4;801
0.31;5;5;7;801
0.31;4;5;7;801
0.31;4;4;8;801
0.31;4;6;7;801
0.33;4;6;6;802
0.33;4;6;6;802
0.3;4;7;6;802
0.33;4;4;7;802
0.33;4;4;7;802
0.32;4;4;7;802
0.3;4;5;7;802
0.3;4;5;7;802
0.3;4;5;7;802
0.3;4;5;7;802
0.3;4;5;7;802
0.3;4;5;7;802
0.3;4;5;7;802
0.34;4;7;4;802
0.39;4;4;5;802
0.31;5;5;4;802
0.31;4;5;4;802
0.31;5;5;4;802
0.31;5;5;4;802
0.31;4;4;5;802
0.31;5;3;6;802
0.31;4;3;6;802
0.31;5;3;6;802
0.31;4;3;6;802
0.26;4;4;5;456
0.32;4;6;2;456
0.33;4;2;3;456
0.3;2;4;4;456
0.25;3;4;7;457
0.34;3;2;4;457
0.3;3;3;4;457
0.3;4;3;4;457
0.3;4;3;4;457
0.3;4;2;5;457
0.3;4;2;5;457
0.3;4;2;5;457
0.31;4;3;3;457
0.31;2;2;5;457
0.31;3;3;4;457
0.23;3;6;6;458
0.23;3;7;6;458
0.23;3;7;7;458
0.28;3;7;5;458
0.23;2;5;7;458
0.23;2;6;7;458
0.28;2;6;5;458
0.31;3;5;3;459
0.27;4;2;6;459
0.36;4;1;4;459
0.27;4;4;4;459
0.25;4;4;4;459
0.25;4;4;4;459
0.32;4;4;2;459
0.34;3;2;3;459
0.31;4;3;6;802
0.31;4;3;6;802
0.31;5;3;6;802
0.31;5;3;6;802
0.31;4;3;6;802
0.31;5;3;6;802
0.31;4;3;6;802
0.31;4;3;6;802
0.31;4;3;6;802
0.31;5;3;6;802
0.31;4;3;6;802
0.31;4;3;6;802
0.31;4;3;6;802
0.31;5;3;6;802
0.31;5;3;6;802
0.31;5;3;6;802
0.31;2;3;6;802
0.31;2;3;6;802
0.31;3;3;6;802
0.31;5;3;6;802
0.31;4;3;6;802
0.31;5;3;6;802
0.31;5;3;6;802
0.31;5;3;6;802
0.31;5;4;5;802
0.31;4;4;5;802
0.31;4;4;5;802
0.31;5;4;5;802
0.31;4;4;5;802
0.31;5;4;5;802
0.31;5;4;5;802
0.31;4;4;5;802
0.31;4;4;5;802
0.31;4;4;5;802
0.31;4;4;5;802
0.31;5;4;5;802
0.31;5;4;5;802
0.31;5;4;5;802
0.31;5;4;5;802
0.31;5;4;5;802
0.31;5;4;5;802
0.31;5;4;5;802
0.31;5;4;5;802
0.31;5;4;5;802
0.31;4;4;5;802
0.31;5;4;5;802
0.31;3;4;5;802
0.31;3;4;5;802
0.31;3;4;5;802
0.31;2;4;5;802
0.31;3;4;5;802
0.31;5;4;5;802
0.31;2;4;5;802
0.31;3;4;5;802
0.31;5;5;4;802
0.31;4;5;4;802
0.31;5;5;4;802
0.31;5;5;4;802
0.31;4;5;4;802
0.31;4;5;4;802
0.31;4;5;4;802
0.31;4;5;4;802
0.31;4;5;4;802
0.31;4;5;4;802
0.31;5;5;4;802
0.31;5;5;4;802
0.31;4;5;4;802
0.31;5;5;4;802
0.31;5;5;4;802
0.31;4;5;4;802
0.31;4;5;4;802
0.31;4;5;4;802
0.31;3;5;4;802
0.31;4;5;4;802
0.31;5;5;4;802
0.31;5;5;4;802
0.31;5;5;4;802
0.31;5;5;4;802
0.31;4;5;4;802
0.31;5;5;4;802
0.31;4;5;4;802
0.31;5;5;4;802
0.31;4;5;4;802
0.31;5;5;4;802
0.31;4;5;4;802
0.31;4;5;4;802
0.31;5;5;4;802
0.31;4;5;4;802
0.31;5;5;4;802
0.31;4;5;4;802
0.31;4;5;4;802
0.31;5;5;4;802
0.31;3;5;4;802
0.31;2;5;4;802
0.31;5;5;4;802
0.31;5;5;4;802
0.31;4;5;4;802
0.31;4;5;4;802
0.31;5;5;4;802
0.31;4;5;4;802
0.33;4;6;5;802
0.31;5;4;5;802
0.31;5;4;5;802
0.32;4;5;7;803
0.31;4;7;4;803
0.33;4;7;4;803
0.36;4;5;5;803
0.36;4;5;5;803
0.36;4;5;5;803
0.36;4;5;5;803
0.43;4;6;3;803
0.42;5;2;3;803
0.34;5;7;3;803
0.34;5;7;3;803
0.34;3;7;3;803
0.34;4;7;3;803
0.42;5;2;3;803
0.34;5;2;7;803
0.34;5;2;7;803
0.34;5;2;7;803
0.34;5;2;7;803
0.34;5;7;3;803
0.34;5;7;3;803
0.34;4;7;3;803
0.34;4;7;3;803
0.34;4;7;3;803
0.34;4;7;3;803
0.34;5;7;3;803
0.34;5;7;3;803
0.34;4;7;3;803
0.34;4;7;3;803
0.34;4;7;3;803
0.34;4;7;3;803
0.34;5;7;3;803
0.34;4;7;3;803
0.34;5;7;3;803
0.34;5;7;3;803
0.34;5;7;3;803
0.34;5;7;3;803
0.45;5;4;2;803
0.34;4;2;7;803
0.37;5;7;5;803
0.32;4;7;6;803
0.31;4;7;4;804
0.31;4;6;5;804
0.32;3;7;6;804
0.43;3;5;4;804
0.31;4;7;6;804
0.32;4;7;6;804
0.4;4;4;4;804
0.33;4;5;4;804
0.33;5;6;4;804
0.32;4;6;4;804
0.31;4;7;4;804
0.31;4;7;4;804
0.31;4;6;5;804
0.39;3;2;7;805
0.31;4;7;6;805
0.39;4;2;7;805
0.38;4;6;4;805
0.34;4;7;4;805
0.34;3;7;4;805
0.34;4;6;5;805
0.34;4;6;5;805
0.34;4;7;4;805
0.34;4;6;5;805
0.34;5;7;4;805
0.34;4;6;5;805
0.34;4;6;5;805
0.34;4;7;4;805
0.34;4;7;4;805
0.34;4;6;5;805
0.34;4;7;4;805
0.34;3;7;4;805
0.34;4;6;5;805
0.34;4;6;5;805
0.34;4;7;4;805
0.34;4;7;4;805
0.34;5;7;4;805
0.34;5;7;4;805
0.34;4;7;4;805
0.34;4;6;5;805
0.34;4;7;4;805
0.34;4;7;4;805
0.34;5;6;5;805
0.34;4;6;5;805
0.34;4;7;4;805
0.33;3;4;6;806
0.35;4;5;6;806
0.33;4;4;7;806
0.33;4;6;5;806
0.33;4;3;8;806
0.32;5;5;6;806
0.6;5;3;1;806
0.42;4;2;4;807
0.35;4;4;4;807
0.44;4;2;5;807
0.44;4;2;5;807
0.46;4;4;2;807
0.46;4;3;3;807
0.29;5;6;7;807
0.36;5;5;4;807
0.36;4;5;4;807
0.43;4;7;3;807
0.4;4;2;6;807
0.4;4;2;6;807
0.4;3;4;4;807
0.4;4;4;4;807
0.4;3;3;5;807
0.4;5;3;5;807
0.4;2;3;5;807
0.4;4;4;4;807
0.4;5;3;5;807
0.4;2;4;4;807
0.4;3;3;5;807
0.4;2;4;4;807
0.4;3;4;4;807
0.4;4;3;5;807
0.4;5;3;5;807
0.31;3;5;7;808
0.39;3;6;4;808
0.32;4;6;6;808
0.38;4;7;4;808
0.32;4;7;4;808
0.35;4;2;8;808
0.32;3;7;6;809
0.46;3;5;2;809
0.38;4;2;6;809
0.32;4;7;6;809
0.32;4;5;7;809
0.37;4;4;4;809
0.41;4;5;4;809
0.38;2;7;4;809
0.37;4;4;5;810
0.41;4;4;2;810
0.36;4;6;3;810
0.36;4;6;3;810
0.36;4;6;3;810
0.36;5;3;5;810
0.36;5;3;5;810
0.4;3;1;5;810
0.4;4;1;5;810
0.4;5;1;5;810
0.4;5;1;5;810
0.4;5;1;5;810
0.4;3;1;5;810
0.4;5;5;2;810
0.36;4;3;5;810
0.36;5;3;5;810
0.36;5;6;3;810
0.36;5;6;3;810
0.36;4;6;3;810
0.36;4;6;3;810
0.36;4;6;3;810
0.36;5;6;3;810
0.36;3;6;3;810
0.36;4;6;3;810
0.36;4;6;3;810
0.3;3;2;8;810
0.3;5;2;8;810
0.3;3;2;8;810
0.36;1;5;5;810
0.44;5;3;4;810
0.42;4;7;3;810
0.33;5;4;7;810
0.33;4;5;6;810
0.42;4;7;3;810
0.44;4;5;3;810
0.33;4;5;6;810
0.42;4;7;3;810
0.44;3;6;3;810
0.42;5;7;3;810
0.33;4;5;6;810
0.44;3;2;5;810
0.42;3;7;3;810
0.33;4;4;7;810
0.44;4;6;3;810
0.42;4;7;3;810
0.42;4;7;3;810
0.42;3;7;3;810
0.44;3;6;3;810
0.42;4;7;3;810
0.44;4;6;3;810
0.37;4;3;7;810
0.44;5;6;3;810
0.42;4;7;3;810
0.42;4;7;3;810
0.42;5;7;3;810
0.42;5;7;3;810
0.42;5;7;3;810
0.33;3;5;6;810
0.33;4;5;6;810
0.41;3;2;6;811
0.41;4;4;4;811
0.37;4;6;4;811
0.37;5;6;4;811
0.37;5;6;4;811
0.37;4;6;4;811
0.37;5;6;4;811
0.37;4;6;4;811
0.34;4;2;3;459
0.34;4;2;3;459
0.34;3;2;3;459
0.34;5;2;3;459
0.34;4;2;3;459
0.34;4;2;3;459
0.34;3;2;3;459
0.34;4;2;3;459
0.33;3;4;2;460
0.25;4;5;4;460
0.25;4;4;5;460
0.35;2;5;2;460
0.35;3;5;2;460
0.35;5;1;5;460
0.24;3;6;4;461
0.24;3;5;4;461
0.24;3;5;5;461
0.24;3;6;5;461
0.31;4;1;7;461
0.31;4;2;5;461
0.32;4;4;3;461
0.32;4;4;3;461
0.3;4;5;3;461
0.3;4;5;3;461
0.32;5;3;3;461
0.32;5;3;3;461
0.32;3;3;3;461
0.32;2;3;3;461
0.32;2;3;3;461
0.32;3;3;3;461
0.37;3;6;4;811
0.37;3;6;4;811
0.37;3;6;4;811
0.37;4;6;4;811
0.37;4;6;4;811
0.37;3;6;4;811
0.37;4;5;5;811
0.37;4;6;4;811
0.37;4;5;5;811
0.37;3;6;4;811
0.37;4;6;4;811
0.37;4;6;4;811
0.37;4;6;4;811
0.37;3;6;4;811
0.37;5;6;4;811
0.3;4;6;6;812
0.38;5;6;2;812
0.38;5;7;2;812
0.38;4;7;2;812
0.38;5;7;2;812
0.38;5;2;4;812
0.38;5;2;4;812
0.38;5;2;4;812
0.38;5;2;4;812
0.38;5;2;4;812
0.38;5;3;3;812
0.38;5;3;3;812
0.38;3;3;3;812
0.38;5;7;2;812
0.38;4;6;2;812
0.44;3;2;5;813
0.34;4;4;7;813
0.3;4;6;7;813
0.32;4;6;7;813
0.38;4;6;4;813
0.44;4;4;3;813
0.3;4;4;8;813
0.4;1;6;4;813
0.43;5;5;2;813
0.41;3;4;4;813
0.31;2;6;8;813
0.3;3;6;6;814
0.3;3;5;7;814
0.3;3;5;7;814
0.4;3;6;4;814
0.31;2;5;5;814
0.31;1;6;4;814
0.31;4;5;6;814
0.33;4;6;6;814
0.33;4;6;6;814
0.33;4;6;6;814
0.3;4;7;6;814
0.3;4;7;6;814
0.3;4;7;6;814
0.3;4;7;6;814
0.3;4;7;6;814
0.3;4;7;6;814
0.3;4;7;6;814
0.3;4;7;6;814
0.3;4;7;6;814
0.3;4;7;6;814
0.32;4;4;7;814
0.32;4;4;7;814
0.32;4;4;7;814
0.32;4;4;7;814
0.32;4;4;7;814
0.32;4;4;7;814
0.32;4;4;7;814
0.32;4;4;7;814
0.32;4;4;7;814
0.32;4;4;7;814
0.32;4;4;7;814
0.32;4;4;7;814
0.32;4;4;7;814
0.32;4;4;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.3;4;5;7;814
0.32;4;3;8;814
0.32;4;3;8;814
0.32;4;3;8;814
0.32;4;3;8;814
0.32;4;3;8;814
0.32;4;3;8;814
0.32;4;3;8;814
0.32;4;3;8;814
0.32;4;3;8;814
0.32;4;3;8;814
0.32;4;3;8;814
0.4;2;7;4;814
0.26;4;5;7;814
0.26;4;6;7;814
0.26;5;6;7;814
0.42;5;6;2;814
0.47;5;2;2;814
0.3;5;6;5;814
0.3;5;6;5;814
0.32;5;6;7;814
0.32;4;6;7;814
0.3;2;6;6;814
0.32;4;7;5;814
0.46;3;5;2;815
0.29;3;5;8;815
0.37;4;4;6;815
0.29;4;6;6;815
0.31;4;7;6;815
0.31;4;7;6;815
0.37;4;3;7;815
0.37;4;3;7;815
0.37;4;3;7;815
0.31;4;5;7;815
0.31;4;5;7;815
0.29;4;5;7;815
0.4;4;3;5;815
0.29;4;6;8;815
0.38;5;7;3;815
0.32;3;6;6;816
0.34;2;6;4;816
0.32;4;6;6;816
0.32;4;6;6;816
0.32;4;6;6;816
0.39;4;4;4;816
0.34;4;6;5;816
0.4;2;4;4;816
0.31;5;6;5;816
0.31;5;6;5;816
0.4;5;4;3;816
0.31;5;7;4;816
0.31;5;7;4;816
0.34;1;5;4;816
0.34;4;6;4;816
0.31;4;7;4;816
0.31;4;4;7;816
0.31;4;4;7;816
0.31;4;3;8;816
0.31;5;6;6;816
0.31;4;6;6;816
0.39;4;2;5;816
0.31;3;4;7;816
0.31;3;4;7;816
0.31;3;4;7;816
0.31;2;4;7;816
0.31;4;6;6;816
0.31;5;4;7;816
0.31;4;6;6;816
0.31;3;6;6;816
0.31;4;3;8;816
0.31;5;4;7;816
0.31;4;4;7;816
0.31;4;4;7;816
0.31;5;6;6;816
0.31;5;6;6;816
0.31;4;6;6;816
0.31;3;4;7;816
0.31;5;4;7;816
0.31;2;4;7;816
0.31;4;4;7;816
0.31;4;4;7;816
0.31;5;4;7;816
0.31;5;3;8;816
0.31;2;4;7;816
0.31;4;4;7;816
0.31;4;4;7;816
0.31;3;4;7;816
0.31;5;4;7;816
0.31;5;4;7;816
0.31;5;6;6;816
0.31;4;4;7;816
0.31;5;4;7;816
0.31;5;4;7;816
0.31;3;4;7;816
0.31;3;4;7;816
0.31;4;4;7;816
0.31;4;3;8;816
0.31;5;3;8;816
0.31;4;6;6;816
0.31;5;4;7;816
0.31;4;4;7;816
0.31;3;6;6;816
0.39;3;2;6;817
0.36;4;5;6;817
0.25;4;5;7;817
0.38;4;4;5;817
0.36;4;6;5;817
0.3;4;7;5;817
0.37;5;4;5;817
0.43;3;4;5;817
0.38;3;7;4;818
0.43;4;4;3;818
0.41;5;6;2;818
0.41;4;6;2;818
0.41;3;6;2;818
0.41;5;6;2;818
0.41;3;6;2;818
0.41;3;6;2;818
0.41;3;6;2;818
0.41;2;6;2;818
0.41;5;7;2;818
0.41;3;7;2;818
0.41;1;6;2;818
0.37;3;6;5;818
0.37;2;6;5;818
0.4;3;3;5;818
0.34;3;6;6;819
0.34;3;4;7;819
0.34;3;4;7;819
0.36;4;5;5;819
0.3;5;4;6;819
0.3;3;3;7;819
0.3;5;3;7;819
0.3;4;3;7;819
0.3;3;4;6;819
0.3;4;4;6;819
0.3;4;4;6;819
0.3;5;4;6;819
0.3;1;4;6;819
0.4;4;4;5;819
0.37;3;7;5;820
0.35;4;4;6;820
0.39;4;2;7;820
0.33;4;4;7;820
0.33;4;4;7;820
0.4;4;1;3;820
0.33;4;3;8;820
0.4;2;4;5;820
0.27;5;5;8;820
0.36;3;4;5;821
0.32;4;3;7;821
0.31;4;5;5;821
0.31;4;5;5;821
0.31;4;5;8;821
0.4;5;6;2;821
0.34;5;4;5;821
0.36;3;4;7;821
0.39;4;5;4;821
0.39;3;5;4;821
0.36;4;4;6;821
0.39;5;2;7;821
0.39;3;5;4;821
0.39;3;5;4;821
0.36;4;3;7;821
0.36;3;4;6;821
0.4;3;4;5;822
0.38;4;5;4;822
0.33;4;7;4;822
0.41;3;4;5;823
0.39;5;5;3;823
0.37;4;7;3;823
0.4;2;3;6;823
0.42;4;4;5;823
0.42;4;3;6;823
0.33;4;5;6;824
0.33;4;5;6;824
0.33;4;5;6;824
0.36;4;2;7;824
0.41;4;2;5;824
0.41;4;5;3;824
0.41;4;6;3;824
0.31;4;4;5;824
0.34;3;5;6;825
0.34;3;5;6;825
0.36;3;5;5;825
0.36;3;5;5;825
0.4;4;4;4;825
0.45;4;2;5;825
0.45;4;2;5;825
0.45;4;2;5;825
0.32;4;6;5;825
0.32;4;6;5;825
0.32;4;6;5;825
0.32;4;6;5;825
0.32;4;6;5;825
0.28;4;5;8;825
0.3;2;7;7;825
0.37;2;7;5;825
0.42;5;7;4;825
0.34;4;6;6;826
0.3;4;6;7;826
0.3;4;6;7;826
0.3;4;6;7;826
0.3;4;6;7;826
0.3;4;6;7;826
0.4;4;2;5;826
0.3;4;4;8;826
0.34;2;4;6;826
0.32;5;3;3;461
0.32;2;3;3;461
0.32;3;3;3;461
0.32;2;3;3;461
0.28;3;2;5;462
0.26;4;3;5;462
0.28;4;3;5;462
0.23;2;5;6;462
0.25;2;7;6;462
0.23;2;6;7;462
0.31;3;4;3;462
0.31;5;4;3;462
0.31;2;7;2;462
0.31;3;7;2;462
0.31;3;7;2;462
0.31;3;7;2;462
0.31;2;7;2;462
0.31;3;4;3;462
0.31;4;4;3;462
0.31;5;4;3;462
0.31;3;7;2;462
0.31;3;7;2;462
0.31;5;7;2;462
0.31;5;7;2;462
0.31;3;4;3;462
0.31;5;7;2;462
0.31;2;4;3;462
0.31;4;7;2;462
0.31;2;4;3;462
0.31;4;4;3;462
0.31;2;6;7;826
0.51;5;6;1;826
0.4;2;5;4;826
0.31;3;7;7;826
0.38;3;1;8;827
0.33;4;3;6;827
0.28;4;7;6;827
0.4;2;7;4;827
0.41;2;5;5;827
0.41;2;6;5;827
0.35;3;7;3;827
0.35;4;7;3;827
0.35;4;7;3;827
0.35;5;7;3;827
0.35;4;7;3;827
0.35;5;7;3;827
0.35;5;7;3;827
0.35;5;7;3;827
0.35;4;7;3;827
0.35;4;7;3;827
0.35;5;7;3;827
0.35;4;7;3;827
0.35;5;7;3;827
0.35;4;7;3;827
0.35;4;7;3;827
0.35;4;7;3;827
0.35;4;7;3;827
0.35;4;7;3;827
0.38;4;5;2;827
0.5;1;5;1;827
0.41;4;2;6;827
0.41;3;4;4;827
0.41;2;2;6;827
0.41;3;4;4;827
0.32;4;5;7;827
0.41;5;4;4;827
0.41;5;4;4;827
0.41;4;4;4;827
0.41;4;4;4;827
0.41;5;4;4;827
0.41;5;2;6;827
0.41;3;4;4;827
0.41;5;4;4;827
0.41;4;3;5;827
0.41;5;4;4;827
0.41;5;4;4;827
0.41;4;4;4;827
0.41;5;4;4;827
0.41;5;4;4;827
0.41;4;4;4;827
0.41;5;4;4;827
0.41;4;4;4;827
0.41;5;4;4;827
0.41;4;4;4;827
0.41;3;4;4;827
0.41;5;4;4;827
0.41;5;4;4;827
0.41;2;2;6;827
0.41;4;4;4;827
0.41;2;1;8;827
0.41;3;2;6;827
0.41;3;4;4;827
0.41;4;4;4;827
0.41;4;4;4;827
0.41;4;3;5;827
0.41;5;4;4;827
0.41;4;4;4;827
0.41;3;3;5;827
0.41;3;4;4;827
0.41;3;3;5;827
0.41;4;2;6;827
0.41;5;3;5;827
0.41;3;4;4;827
0.41;5;4;4;827
0.41;4;4;4;827
0.41;4;2;6;827
0.41;2;2;6;827
0.41;4;4;4;827
0.41;5;2;6;827
0.41;4;4;4;827
0.41;5;2;6;827
0.41;5;4;4;827
0.41;2;1;8;827
0.41;4;4;4;827
0.34;4;6;5;827
0.32;4;6;7;827
0.32;4;6;7;827
0.41;4;3;5;827
0.36;4;5;6;828
0.31;4;7;6;828
0.31;4;7;6;828
0.32;4;5;7;828
0.33;4;5;7;828
0.31;4;5;7;828
0.31;4;5;7;828
0.31;4;5;7;828
0.44;4;1;4;828
0.39;4;5;4;828
0.32;4;7;4;828
0.4;4;2;5;828
0.36;4;6;5;828
0.47;1;6;3;828
0.28;4;5;8;828
0.28;5;6;6;828
0.28;4;6;7;828
0.28;4;6;6;828
0.28;4;6;6;828
0.28;4;6;6;828
0.28;5;6;7;828
0.28;5;6;7;828
0.28;5;6;7;828
0.32;4;4;5;828
0.32;2;5;4;828
0.32;5;3;6;828
0.32;5;3;6;828
0.32;5;3;6;828
0.32;5;3;6;828
0.32;3;3;6;828
0.32;5;3;6;828
0.32;4;3;6;828
0.32;4;3;6;828
0.32;4;3;6;828
0.32;4;3;6;828
0.32;4;3;6;828
0.32;4;3;6;828
0.32;4;3;6;828
0.32;5;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;5;4;5;828
0.32;5;4;5;828
0.32;5;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;5;4;5;828
0.32;5;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;5;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;5;4;5;828
0.32;5;4;5;828
0.32;5;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;3;4;5;828
0.32;4;4;5;828
0.32;4;4;5;828
0.32;5;4;5;828
0.32;5;4;5;828
0.32;5;4;5;828
0.32;5;5;4;828
0.32;4;5;4;828
0.32;5;5;4;828
0.32;5;5;4;828
0.32;4;5;4;828
0.32;5;5;4;828
0.32;4;5;4;828
0.32;5;5;4;828
0.32;4;5;4;828
0.32;4;5;4;828
0.32;4;5;4;828
0.32;4;5;4;828
0.32;5;5;4;828
0.32;4;5;4;828
0.32;4;5;4;828
0.32;5;5;4;828
0.32;4;5;4;828
0.32;4;5;4;828
0.32;5;5;4;828
0.32;4;5;4;828
0.32;5;5;4;828
0.32;5;5;4;828
0.32;5;5;4;828
